"TICKER"|"METRIC"|"VALUE"
"UAL"|"LEAD.TAX.AVG"|"0.189%"
"ETR"|"LEAD.TAX.AVG"|"16.474%"
"RHT"|"LEAD.TAX.AVG"|"31.959%"
"AWK"|"LEAD.TAX.AVG"|"39.544%"
"TDG"|"LEAD.TAX.AVG"|"37.631%"
"FITB"|"LEAD.TAX.AVG"|"28.281%"
"MGM"|"LEAD.TAX.AVG"|"15.943%"
"CA"|"LEAD.TAX.AVG"|"29.635%"
"AGR"|"LEAD.TAX.AVG"|"17.248%"
"GWW"|"LEAD.TAX.AVG"|"36.009%"
"L"|"LEAD.TAX.AVG"|"19.285%"
"FLT"|"LEAD.TAX.AVG"|"38.213%"
"WHR"|"LEAD.TAX.AVG"|"13.242%"
"VRSK"|"LEAD.TAX.AVG"|"37.583%"
"CTXS"|"LEAD.TAX.AVG"|"11.075%"
"BMRN"|"LEAD.TAX.AVG"|"17.047%"
"LH"|"LEAD.TAX.AVG"|"38.902%"
"LRCX"|"LEAD.TAX.AVG"|"34.343%"
"WDC"|"LEAD.TAX.AVG"|"53.525%"
"MKL"|"LEAD.TAX.AVG"|"25.854%"
"UHS"|"LEAD.TAX.AVG"|"35.324%"
"EQT"|"LEAD.TAX.AVG"|"31.282%"
"NOV"|"LEAD.TAX.AVG"|"28.992%"
"CHD"|"LEAD.TAX.AVG"|"36.421%"
"FCX"|"LEAD.TAX.AVG"|"24.875%"
"FAST"|"LEAD.TAX.AVG"|"37.684%"
"MKC"|"LEAD.TAX.AVG"|"32.066%"
"SBAC"|"LEAD.TAX.AVG"|"35.000%"
"ADSK"|"LEAD.TAX.AVG"|"28.784%"
"AEE"|"LEAD.TAX.AVG"|"37.693%"
"HOT"|"LEAD.TAX.AVG"|"20.616%"
"SWKS"|"LEAD.TAX.AVG"|"27.620%"
"MU"|"LEAD.TAX.AVG"|"7.829%"
"TSCO"|"LEAD.TAX.AVG"|"36.534%"
"ADS"|"LEAD.TAX.AVG"|"38.209%"
"CMS"|"LEAD.TAX.AVG"|"37.507%"
"QVCA"|"LEAD.TAX.AVG"|"21.880%"
"PFG"|"LEAD.TAX.AVG"|"15.510%"
"AA"|"LEAD.TAX.AVG"|"35.762%"
"XLNX"|"LEAD.TAX.AVG"|"60.000%"
"NOW"|"LEAD.TAX.AVG"|"16.152%"
"MSI"|"LEAD.TAX.AVG"|"20.890%"
"PANW"|"LEAD.TAX.AVG"|"38.406%"
"CMG"|"LEAD.TAX.AVG"|"38.474%"
"MLM"|"LEAD.TAX.AVG"|"24.317%"
"RF"|"LEAD.TAX.AVG"|"24.886%"
"SYMC"|"LEAD.TAX.AVG"|"20.441%"
"COG"|"LEAD.TAX.AVG"|"34.826%"
"CINF"|"LEAD.TAX.AVG"|"22.727%"
"IVZ"|"LEAD.TAX.AVG"|"6.779%"
"CNC"|"LEAD.TAX.AVG"|"41.489%"
"LLTC"|"LEAD.TAX.AVG"|"37.289%"
"GPN"|"LEAD.TAX.AVG"|"34.618%"
"KLAC"|"LEAD.TAX.AVG"|"31.393%"
"CFG"|"LEAD.TAX.AVG"|"20.795%"
"DHI"|"LEAD.TAX.AVG"|"19.462%"
"COL"|"LEAD.TAX.AVG"|"29.167%"
"AAP"|"LEAD.TAX.AVG"|"37.270%"
"LLL"|"LEAD.TAX.AVG"|"22.669%"
"MRO"|"LEAD.TAX.AVG"|"28.371%"
"MCHP"|"LEAD.TAX.AVG"|"28.024%"
"WAT"|"LEAD.TAX.AVG"|"31.085%"
"DGX"|"LEAD.TAX.AVG"|"36.821%"
"AME"|"LEAD.TAX.AVG"|"33.743%"
"XEC"|"LEAD.TAX.AVG"|"36.819%"
"AYI"|"LEAD.TAX.AVG"|"32.547%"
"DOV"|"LEAD.TAX.AVG"|"28.276%"
"EXR"|"LEAD.TAX.AVG"|"3.977%"
"TWTR"|"LEAD.TAX.AVG"|"4.573%"
"PNR"|"LEAD.TAX.AVG"|"0.000%"
"NDAQ"|"LEAD.TAX.AVG"|"26.859%"
"LBRDA"|"LEAD.TAX.AVG"|"28.017%"
"HAS"|"LEAD.TAX.AVG"|"9.421%"
"MXIM"|"LEAD.TAX.AVG"|"54.905%"
"MAT"|"LEAD.TAX.AVG"|"26.125%"
"EMN"|"LEAD.TAX.AVG"|"33.490%"
"FDC"|"LEAD.TAX.AVG"|"33.286%"
"WFM"|"LEAD.TAX.AVG"|"38.065%"
"COH"|"LEAD.TAX.AVG"|"42.771%"
"CHRW"|"LEAD.TAX.AVG"|"35.416%"
"WYNN"|"LEAD.TAX.AVG"|"14.000%"
"SCG"|"LEAD.TAX.AVG"|"31.738%"
"CE"|"LEAD.TAX.AVG"|"33.212%"
"BLL"|"LEAD.TAX.AVG"|"26.648%"
"IFF"|"LEAD.TAX.AVG"|"45.000%"
"FRC"|"LEAD.TAX.AVG"|"24.102%"
"MAS"|"LEAD.TAX.AVG"|"22.535%"
"HRS"|"LEAD.TAX.AVG"|"31.779%"
"TXT"|"LEAD.TAX.AVG"|"35.605%"
"CTAS"|"LEAD.TAX.AVG"|"38.438%"
"LNC"|"LEAD.TAX.AVG"|"17.557%"
"IRM"|"LEAD.TAX.AVG"|"25.925%"
"MTD"|"LEAD.TAX.AVG"|"36.896%"
"CNP"|"LEAD.TAX.AVG"|"41.810%"
"MDVN"|"LEAD.TAX.AVG"|"23.170%"
"XRX"|"LEAD.TAX.AVG"|"15.272%"
"LKQ"|"LEAD.TAX.AVG"|"38.483%"
"KEY"|"LEAD.TAX.AVG"|"24.687%"
"NCLH"|"LEAD.TAX.AVG"|"0.446%"
"VNTV"|"LEAD.TAX.AVG"|"28.756%"
"HBI"|"LEAD.TAX.AVG"|"6.025%"
"M"|"LEAD.TAX.AVG"|"36.029%"
"LULU"|"LEAD.TAX.AVG"|"35.633%"
"FNF"|"LEAD.TAX.AVG"|"37.358%"
"OKE"|"LEAD.TAX.AVG"|"36.337%"
"CBG"|"LEAD.TAX.AVG"|"38.065%"
"KSU"|"LEAD.TAX.AVG"|"36.486%"
"WRK"|"LEAD.TAX.AVG"|"21.836%"
"TSS"|"LEAD.TAX.AVG"|"31.962%"
"IPG"|"LEAD.TAX.AVG"|"37.915%"
"LEN"|"LEAD.TAX.AVG"|"30.683%"
"TRIP"|"LEAD.TAX.AVG"|"47.687%"
"KMX"|"LEAD.TAX.AVG"|"38.190%"
"BBY"|"LEAD.TAX.AVG"|"38.196%"
"WU"|"LEAD.TAX.AVG"|"41.897%"
"SEE"|"LEAD.TAX.AVG"|"15.348%"
"AKAM"|"LEAD.TAX.AVG"|"39.121%"
"XL"|"LEAD.TAX.AVG"|"17.070%"
"HOLX"|"LEAD.TAX.AVG"|"24.615%"
"VRSN"|"LEAD.TAX.AVG"|"34.568%"
"MOS"|"LEAD.TAX.AVG"|"12.175%"
"COTY"|"LEAD.TAX.AVG"|"18.907%"
"SNA"|"LEAD.TAX.AVG"|"33.371%"
"JBHT"|"LEAD.TAX.AVG"|"38.188%"
"LNT"|"LEAD.TAX.AVG"|"15.070%"
"JNPR"|"LEAD.TAX.AVG"|"33.388%"
"ALB"|"LEAD.TAX.AVG"|"20.763%"
"EXPD"|"LEAD.TAX.AVG"|"54.250%"
"INGR"|"LEAD.TAX.AVG"|"9.391%"
"AMG"|"LEAD.TAX.AVG"|"26.511%"
"TSO"|"LEAD.TAX.AVG"|"36.738%"
"KORS"|"LEAD.TAX.AVG"|"40.664%"
"CDK"|"LEAD.TAX.AVG"|"39.516%"
"BG"|"LEAD.TAX.AVG"|"0.000%"
"DRI"|"LEAD.TAX.AVG"|"12.856%"
"PNW"|"LEAD.TAX.AVG"|"34.621%"
"FBHS"|"LEAD.TAX.AVG"|"37.845%"
"VAL"|"LEAD.TAX.AVG"|"33.048%"
"SRCL"|"LEAD.TAX.AVG"|"38.211%"
"AR"|"LEAD.TAX.AVG"|"42.482%"
"ACGL"|"LEAD.TAX.AVG"|"26.136%"
"RMD"|"LEAD.TAX.AVG"|"55.000%"
"LEA"|"LEAD.TAX.AVG"|"21.283%"
"IT"|"LEAD.TAX.AVG"|"26.211%"
"CNA"|"LEAD.TAX.AVG"|"23.856%"
"AJG"|"LEAD.TAX.AVG"|"17.306%"
"IMS"|"LEAD.TAX.AVG"|"11.198%"
"RAD"|"LEAD.TAX.AVG"|"8.208%"
"XYL"|"LEAD.TAX.AVG"|"45.092%"
"ARMK"|"LEAD.TAX.AVG"|"17.539%"
"SNI"|"LEAD.TAX.AVG"|"24.180%"
"NI"|"LEAD.TAX.AVG"|"36.617%"
"NFX"|"LEAD.TAX.AVG"|"35.312%"
"UNM"|"LEAD.TAX.AVG"|"26.320%"
"GRMN"|"LEAD.TAX.AVG"|"7.389%"
"IDXX"|"LEAD.TAX.AVG"|"33.206%"
"Y"|"LEAD.TAX.AVG"|"22.666%"
"WR"|"LEAD.TAX.AVG"|"31.177%"
"GAS"|"LEAD.TAX.AVG"|"37.423%"
"VAR"|"LEAD.TAX.AVG"|"40.988%"
"HOG"|"LEAD.TAX.AVG"|"33.760%"
"SNPS"|"LEAD.TAX.AVG"|"18.723%"
"FFIV"|"LEAD.TAX.AVG"|"34.990%"
"COO"|"LEAD.TAX.AVG"|"45.499%"
"WWAV"|"LEAD.TAX.AVG"|"36.639%"
"SEIC"|"LEAD.TAX.AVG"|"34.704%"
"IHS"|"LEAD.TAX.AVG"|"40.639%"
"Q"|"LEAD.TAX.AVG"|"41.395%"
"ATO"|"LEAD.TAX.AVG"|"37.118%"
"ALLY"|"LEAD.TAX.AVG"|"19.013%"
"ANSS"|"LEAD.TAX.AVG"|"23.748%"
"TIF"|"LEAD.TAX.AVG"|"35.827%"
"LNG"|"LEAD.TAX.AVG"|"0.000%"
"SABR"|"LEAD.TAX.AVG"|"24.803%"
"PVH"|"LEAD.TAX.AVG"|"25.348%"
"BR"|"LEAD.TAX.AVG"|"38.558%"
"ALK"|"LEAD.TAX.AVG"|"37.480%"
"RL"|"LEAD.TAX.AVG"|"35.747%"
"HBAN"|"LEAD.TAX.AVG"|"24.357%"
"TFX"|"LEAD.TAX.AVG"|"7.682%"
"GPS"|"LEAD.TAX.AVG"|"38.521%"
"UGI"|"LEAD.TAX.AVG"|"30.009%"
"SPLK"|"LEAD.TAX.AVG"|"21.250%"
"HII"|"LEAD.TAX.AVG"|"34.103%"
"WYN"|"LEAD.TAX.AVG"|"36.890%"
"CMA"|"LEAD.TAX.AVG"|"28.270%"
"FL"|"LEAD.TAX.AVG"|"37.634%"
"CCK"|"LEAD.TAX.AVG"|"42.966%"
"RE"|"LEAD.TAX.AVG"|"33.200%"
"CDNS"|"LEAD.TAX.AVG"|"0.000%"
"RRC"|"LEAD.TAX.AVG"|"37.384%"
"AES"|"LEAD.TAX.AVG"|"23.296%"
"AOS"|"LEAD.TAX.AVG"|"31.400%"
"RJF"|"LEAD.TAX.AVG"|"40.834%"
"NYCB"|"LEAD.TAX.AVG"|"28.809%"
"TMK"|"LEAD.TAX.AVG"|"32.062%"
"MSCI"|"LEAD.TAX.AVG"|"27.802%"
"CSC"|"LEAD.TAX.AVG"|"26.962%"
"UHAL"|"LEAD.TAX.AVG"|"36.717%"
"ASH"|"LEAD.TAX.AVG"|"31.351%"
"GT"|"LEAD.TAX.AVG"|"12.963%"
"MIDD"|"LEAD.TAX.AVG"|"32.496%"
"FLR"|"LEAD.TAX.AVG"|"43.427%"
"CDW"|"LEAD.TAX.AVG"|"40.879%"
"HP"|"LEAD.TAX.AVG"|"36.248%"
"NTAP"|"LEAD.TAX.AVG"|"45.632%"
"BWA"|"LEAD.TAX.AVG"|"45.655%"
"ITC"|"LEAD.TAX.AVG"|"36.180%"
"QRVO"|"LEAD.TAX.AVG"|"21.250%"
"ETFC"|"LEAD.TAX.AVG"|"21.408%"
"CSGP"|"LEAD.TAX.AVG"|"46.714%"
"HDS"|"LEAD.TAX.AVG"|"40.000%"
"WRB"|"LEAD.TAX.AVG"|"27.428%"
"GLPI"|"LEAD.TAX.AVG"|"28.066%"
"AVY"|"LEAD.TAX.AVG"|"26.240%"
"SPB"|"LEAD.TAX.AVG"|"21.227%"
"RPM"|"LEAD.TAX.AVG"|"41.045%"
"NWS"|"LEAD.TAX.AVG"|"38.670%"
"JKHY"|"LEAD.TAX.AVG"|"33.356%"
"WAB"|"LEAD.TAX.AVG"|"35.657%"
"SBNY"|"LEAD.TAX.AVG"|"42.284%"
"NVR"|"LEAD.TAX.AVG"|"36.612%"
"LEG"|"LEAD.TAX.AVG"|"32.139%"
"BBBY"|"LEAD.TAX.AVG"|"35.485%"
"TRMB"|"LEAD.TAX.AVG"|"43.678%"
"ZAYO"|"LEAD.TAX.AVG"|"32.049%"
"FLS"|"LEAD.TAX.AVG"|"32.074%"
"SIG"|"LEAD.TAX.AVG"|"40.124%"
"MNK"|"LEAD.TAX.AVG"|"31.250%"
"TE"|"LEAD.TAX.AVG"|"37.787%"
"ALLE"|"LEAD.TAX.AVG"|"38.094%"
"FDS"|"LEAD.TAX.AVG"|"31.470%"
"AXTA"|"LEAD.TAX.AVG"|"35.307%"
"MD"|"LEAD.TAX.AVG"|"37.820%"
"CF"|"LEAD.TAX.AVG"|"35.270%"
"IEX"|"LEAD.TAX.AVG"|"33.227%"
"FANG"|"LEAD.TAX.AVG"|"27.008%"
"FMC"|"LEAD.TAX.AVG"|"35.434%"
"PHM"|"LEAD.TAX.AVG"|"20.575%"
"CSL"|"LEAD.TAX.AVG"|"31.768%"
"JWN"|"LEAD.TAX.AVG"|"38.514%"
"ALKS"|"LEAD.TAX.AVG"|"19.281%"
"TRGP"|"LEAD.TAX.AVG"|"45.897%"
"DPZ"|"LEAD.TAX.AVG"|"33.394%"
"KSS"|"LEAD.TAX.AVG"|"36.560%"
"ALGN"|"LEAD.TAX.AVG"|"50.243%"
"H"|"LEAD.TAX.AVG"|"22.942%"
"CIT"|"LEAD.TAX.AVG"|"15.390%"
"N"|"LEAD.TAX.AVG"|"22.455%"
"JEC"|"LEAD.TAX.AVG"|"40.875%"
"AFG"|"LEAD.TAX.AVG"|"28.501%"
"PPC"|"LEAD.TAX.AVG"|"14.204%"
"URI"|"LEAD.TAX.AVG"|"24.357%"
"PKG"|"LEAD.TAX.AVG"|"32.444%"
"ROL"|"LEAD.TAX.AVG"|"36.949%"
"OGE"|"LEAD.TAX.AVG"|"27.659%"
"STLD"|"LEAD.TAX.AVG"|"37.975%"
"DXCM"|"LEAD.TAX.AVG"|"14.474%"
"LAMR"|"LEAD.TAX.AVG"|"24.307%"
"LUK"|"LEAD.TAX.AVG"|"36.316%"
"WTR"|"LEAD.TAX.AVG"|"17.272%"
"ARW"|"LEAD.TAX.AVG"|"38.741%"
"FTI"|"LEAD.TAX.AVG"|"30.663%"
"COMM"|"LEAD.TAX.AVG"|"17.036%"
"RGA"|"LEAD.TAX.AVG"|"37.257%"
"VOYA"|"LEAD.TAX.AVG"|"13.571%"
"LII"|"LEAD.TAX.AVG"|"34.018%"
"SPR"|"LEAD.TAX.AVG"|"14.265%"
"SSNC"|"LEAD.TAX.AVG"|"35.733%"
"Z"|"LEAD.TAX.AVG"|"5.569%"
"WBC"|"LEAD.TAX.AVG"|"27.202%"
"ULTI"|"LEAD.TAX.AVG"|"42.690%"
"TRU"|"LEAD.TAX.AVG"|"19.651%"
"WFT"|"LEAD.TAX.AVG"|NA
"PKI"|"LEAD.TAX.AVG"|"32.587%"
"FTNT"|"LEAD.TAX.AVG"|"33.983%"
"G"|"LEAD.TAX.AVG"|"32.533%"
"MIC"|"LEAD.TAX.AVG"|"26.674%"
"WLK"|"LEAD.TAX.AVG"|"34.641%"
"HUBB"|"LEAD.TAX.AVG"|"32.891%"
"FTR"|"LEAD.TAX.AVG"|"32.503%"
"TYL"|"LEAD.TAX.AVG"|"38.931%"
"OC"|"LEAD.TAX.AVG"|"20.027%"
"MIK"|"LEAD.TAX.AVG"|"36.261%"
"SPLS"|"LEAD.TAX.AVG"|"28.378%"
"WST"|"LEAD.TAX.AVG"|"22.518%"
"ZION"|"LEAD.TAX.AVG"|"47.058%"
"HLF"|"LEAD.TAX.AVG"|"29.763%"
"SGEN"|"LEAD.TAX.AVG"|"0.000%"
"KAR"|"LEAD.TAX.AVG"|"36.617%"
"RS"|"LEAD.TAX.AVG"|"32.717%"
"THS"|"LEAD.TAX.AVG"|"31.509%"
"BKFS"|"LEAD.TAX.AVG"|"28.075%"
"JBLU"|"LEAD.TAX.AVG"|"38.630%"
"AVT"|"LEAD.TAX.AVG"|"38.018%"
"SERV"|"LEAD.TAX.AVG"|"33.967%"
"HRB"|"LEAD.TAX.AVG"|"36.167%"
"SIX"|"LEAD.TAX.AVG"|"15.356%"
"CPRT"|"LEAD.TAX.AVG"|"37.769%"
"GRA"|"LEAD.TAX.AVG"|"7.000%"
"MKTX"|"LEAD.TAX.AVG"|"36.013%"
"CBOE"|"LEAD.TAX.AVG"|"38.090%"
"PE"|"LEAD.TAX.AVG"|"16.202%"
"HAR"|"LEAD.TAX.AVG"|"8.232%"
"GDDY"|"LEAD.TAX.AVG"|"2.572%"
"LVNTA"|"LEAD.TAX.AVG"|"22.168%"
"WOOF"|"LEAD.TAX.AVG"|"40.045%"
"MAN"|"LEAD.TAX.AVG"|"32.555%"
"JLL"|"LEAD.TAX.AVG"|"30.062%"
"AIZ"|"LEAD.TAX.AVG"|"31.810%"
"OA"|"LEAD.TAX.AVG"|"39.642%"
"ACHC"|"LEAD.TAX.AVG"|"32.128%"
"ALNY"|"LEAD.TAX.AVG"|"11.625%"
"CUBE"|"LEAD.TAX.AVG"|"0.000%"
"IM"|"LEAD.TAX.AVG"|"30.342%"
"EVHC"|"LEAD.TAX.AVG"|"32.918%"
"SIVB"|"LEAD.TAX.AVG"|"29.534%"
"PNRA"|"LEAD.TAX.AVG"|"36.593%"
"PII"|"LEAD.TAX.AVG"|"33.688%"
"CRI"|"LEAD.TAX.AVG"|"27.884%"
"POST"|"LEAD.TAX.AVG"|"23.904%"
"MRVL"|"LEAD.TAX.AVG"|"30.405%"
"SCI"|"LEAD.TAX.AVG"|"42.955%"
"EWBC"|"LEAD.TAX.AVG"|"31.369%"
"ATHN"|"LEAD.TAX.AVG"|"27.007%"
"RHI"|"LEAD.TAX.AVG"|"38.360%"
"PF"|"LEAD.TAX.AVG"|"35.510%"
"MUR"|"LEAD.TAX.AVG"|"25.264%"
"USFD"|"LEAD.TAX.AVG"|"16.564%"
"KEYS"|"LEAD.TAX.AVG"|"26.000%"
"SWN"|"LEAD.TAX.AVG"|"37.034%"
"HAIN"|"LEAD.TAX.AVG"|"30.168%"
"BRO"|"LEAD.TAX.AVG"|"39.226%"
"ERIE"|"LEAD.TAX.AVG"|"31.612%"
"MTN"|"LEAD.TAX.AVG"|"33.919%"
"TFSL"|"LEAD.TAX.AVG"|"27.473%"
"CPN"|"LEAD.TAX.AVG"|"13.036%"
"ANET"|"LEAD.TAX.AVG"|"26.335%"
"AXS"|"LEAD.TAX.AVG"|"10.935%"
"OPK"|"LEAD.TAX.AVG"|"7.073%"
"BEAV"|"LEAD.TAX.AVG"|"34.125%"
"FSLR"|"LEAD.TAX.AVG"|"26.536%"
"PNY"|"LEAD.TAX.AVG"|"39.366%"
"ORI"|"LEAD.TAX.AVG"|"34.037%"
"ODFL"|"LEAD.TAX.AVG"|"37.543%"
"TGNA"|"LEAD.TAX.AVG"|"30.064%"
"NDSN"|"LEAD.TAX.AVG"|"32.956%"
"AN"|"LEAD.TAX.AVG"|"38.580%"
"RNR"|"LEAD.TAX.AVG"|"28.000%"
"ACM"|"LEAD.TAX.AVG"|"35.145%"
"ATR"|"LEAD.TAX.AVG"|"38.053%"
"PDCO"|"LEAD.TAX.AVG"|"35.492%"
"EPC"|"LEAD.TAX.AVG"|"29.438%"
"NEU"|"LEAD.TAX.AVG"|"33.366%"
"UTHR"|"LEAD.TAX.AVG"|"33.470%"
"DLB"|"LEAD.TAX.AVG"|"26.361%"
"TTC"|"LEAD.TAX.AVG"|"32.713%"
"SON"|"LEAD.TAX.AVG"|"34.882%"
"BMS"|"LEAD.TAX.AVG"|"37.142%"
"LYV"|"LEAD.TAX.AVG"|"25.845%"
"WSO"|"LEAD.TAX.AVG"|"27.756%"
"PINC"|"LEAD.TAX.AVG"|"5.513%"
"MANH"|"LEAD.TAX.AVG"|"34.234%"
"PBCT"|"LEAD.TAX.AVG"|"33.071%"
"EPR"|"LEAD.TAX.AVG"|"0.519%"
"NFG"|"LEAD.TAX.AVG"|"40.721%"
"DCI"|"LEAD.TAX.AVG"|"32.518%"
"SSS"|"LEAD.TAX.AVG"|"2.243%"
"GXP"|"LEAD.TAX.AVG"|"34.719%"
"BUFF"|"LEAD.TAX.AVG"|"37.948%"
"ALSN"|"LEAD.TAX.AVG"|"29.184%"
"PACW"|"LEAD.TAX.AVG"|"0.000%"
"WCG"|"LEAD.TAX.AVG"|"46.310%"
"DKS"|"LEAD.TAX.AVG"|"38.893%"
"SKX"|"LEAD.TAX.AVG"|"34.881%"
"CASY"|"LEAD.TAX.AVG"|"36.304%"
"WSM"|"LEAD.TAX.AVG"|"38.201%"
"VEEV"|"LEAD.TAX.AVG"|"35.833%"
"DNB"|"LEAD.TAX.AVG"|"26.827%"
"NUAN"|"LEAD.TAX.AVG"|"15.461%"
"TOL"|"LEAD.TAX.AVG"|"20.165%"
"GNTX"|"LEAD.TAX.AVG"|"31.481%"
"CBSH"|"LEAD.TAX.AVG"|"31.573%"
"BURL"|"LEAD.TAX.AVG"|"23.956%"
"MDU"|"LEAD.TAX.AVG"|"25.312%"
"IPGP"|"LEAD.TAX.AVG"|"32.955%"
"EGN"|"LEAD.TAX.AVG"|"34.341%"
"NRG"|"LEAD.TAX.AVG"|"16.217%"
"RLGY"|"LEAD.TAX.AVG"|"36.309%"
"BERY"|"LEAD.TAX.AVG"|"16.454%"
"HHC"|"LEAD.TAX.AVG"|"29.185%"
"ACAD"|"LEAD.TAX.AVG"|"7.292%"
"GGG"|"LEAD.TAX.AVG"|"29.518%"
"ENH"|"LEAD.TAX.AVG"|"21.641%"
"MSM"|"LEAD.TAX.AVG"|"37.882%"
"STR"|"LEAD.TAX.AVG"|"36.062%"
"FEIC"|"LEAD.TAX.AVG"|"37.399%"
"HTZ"|"LEAD.TAX.AVG"|"48.229%"
"GWRE"|"LEAD.TAX.AVG"|"18.844%"
"AMCX"|"LEAD.TAX.AVG"|"34.242%"
"IAC"|"LEAD.TAX.AVG"|"24.986%"
"ABMD"|"LEAD.TAX.AVG"|"25.505%"
"HFC"|"LEAD.TAX.AVG"|"33.978%"
"AFSI"|"LEAD.TAX.AVG"|"34.461%"
"AGCO"|"LEAD.TAX.AVG"|"23.853%"
"JUNO"|"LEAD.TAX.AVG"|"0.155%"
"PTC"|"LEAD.TAX.AVG"|"19.067%"
"ARRS"|"LEAD.TAX.AVG"|"25.828%"
"AMSG"|"LEAD.TAX.AVG"|"21.879%"
"FLIR"|"LEAD.TAX.AVG"|"33.597%"
"BAH"|"LEAD.TAX.AVG"|"36.674%"
"RGLD"|"LEAD.TAX.AVG"|"33.570%"
"VVC"|"LEAD.TAX.AVG"|"34.247%"
"CAA"|"LEAD.TAX.AVG"|"32.165%"
"SBH"|"LEAD.TAX.AVG"|"35.065%"
"BIO"|"LEAD.TAX.AVG"|"28.709%"
"BC"|"LEAD.TAX.AVG"|"17.350%"
"TECH"|"LEAD.TAX.AVG"|"31.871%"
"DNKN"|"LEAD.TAX.AVG"|"37.138%"
"MSG"|"LEAD.TAX.AVG"|"35.000%"
"BRCD"|"LEAD.TAX.AVG"|"40.837%"
"LAZ"|"LEAD.TAX.AVG"|"4.560%"
"FAF"|"LEAD.TAX.AVG"|"29.982%"
"CONE"|"LEAD.TAX.AVG"|"36.892%"
"QEP"|"LEAD.TAX.AVG"|"39.629%"
"LECO"|"LEAD.TAX.AVG"|"28.295%"
"GPK"|"LEAD.TAX.AVG"|"27.563%"
"WTM"|"LEAD.TAX.AVG"|"29.442%"
"SMG"|"LEAD.TAX.AVG"|"37.643%"
"GPOR"|"LEAD.TAX.AVG"|"24.289%"
"RIG"|"LEAD.TAX.AVG"|NA
"ON"|"LEAD.TAX.AVG"|"22.256%"
"NBIX"|"LEAD.TAX.AVG"|"7.000%"
"NAVI"|"LEAD.TAX.AVG"|"54.853%"
"EEFT"|"LEAD.TAX.AVG"|"34.277%"
"DATA"|"LEAD.TAX.AVG"|"21.651%"
"TER"|"LEAD.TAX.AVG"|"14.710%"
"CRL"|"LEAD.TAX.AVG"|"39.109%"
"CSAL"|"LEAD.TAX.AVG"|"2.882%"
"CXW"|"LEAD.TAX.AVG"|"16.013%"
"MTCH"|"LEAD.TAX.AVG"|"38.158%"
"EV"|"LEAD.TAX.AVG"|"38.642%"
"HXL"|"LEAD.TAX.AVG"|"31.996%"
"BOKF"|"LEAD.TAX.AVG"|"33.808%"
"CFR"|"LEAD.TAX.AVG"|"19.004%"
"CNK"|"LEAD.TAX.AVG"|"36.496%"
"DST"|"LEAD.TAX.AVG"|"31.882%"
"VWR"|"LEAD.TAX.AVG"|"28.824%"
"HEI"|"LEAD.TAX.AVG"|"31.640%"
"USG"|"LEAD.TAX.AVG"|"7.904%"
"BRKR"|"LEAD.TAX.AVG"|"11.999%"
"CSRA"|"LEAD.TAX.AVG"|"35.551%"
"ENDP"|"LEAD.TAX.AVG"|"27.438%"
"CBI"|"LEAD.TAX.AVG"|"7.000%"
"EXP"|"LEAD.TAX.AVG"|"23.009%"
"VR"|"LEAD.TAX.AVG"|"20.887%"
"POOL"|"LEAD.TAX.AVG"|"39.615%"
"FLO"|"LEAD.TAX.AVG"|"32.804%"
"SNV"|"LEAD.TAX.AVG"|"28.865%"
"KEX"|"LEAD.TAX.AVG"|"37.251%"
"ALR"|"LEAD.TAX.AVG"|"28.573%"
"SC"|"LEAD.TAX.AVG"|"36.828%"
"HE"|"LEAD.TAX.AVG"|"35.502%"
"NCR"|"LEAD.TAX.AVG"|"21.685%"
"BWXT"|"LEAD.TAX.AVG"|"32.910%"
"HUN"|"LEAD.TAX.AVG"|"28.256%"
"AKRX"|"LEAD.TAX.AVG"|"29.418%"
"SATS"|"LEAD.TAX.AVG"|"21.135%"
"THG"|"LEAD.TAX.AVG"|"27.727%"
"GWR"|"LEAD.TAX.AVG"|"30.041%"
"FNFG"|"LEAD.TAX.AVG"|"13.853%"
"CGNX"|"LEAD.TAX.AVG"|"44.290%"
"TDC"|"LEAD.TAX.AVG"|"33.461%"
"NATI"|"LEAD.TAX.AVG"|"44.272%"
"JBL"|"LEAD.TAX.AVG"|"9.124%"
"WAL"|"LEAD.TAX.AVG"|"25.491%"
"TPX"|"LEAD.TAX.AVG"|"50.774%"
"ICPT"|"LEAD.TAX.AVG"|"0.000%"
"CACC"|"LEAD.TAX.AVG"|"36.458%"
"WEX"|"LEAD.TAX.AVG"|"33.691%"
"MORN"|"LEAD.TAX.AVG"|"35.147%"
"PWR"|"LEAD.TAX.AVG"|"34.824%"
"LDOS"|"LEAD.TAX.AVG"|"22.545%"
"CFX"|"LEAD.TAX.AVG"|"28.000%"
"R"|"LEAD.TAX.AVG"|"39.317%"
"AGO"|"LEAD.TAX.AVG"|"60.000%"
"SFM"|"LEAD.TAX.AVG"|"38.932%"
"THO"|"LEAD.TAX.AVG"|"31.329%"
"PBI"|"LEAD.TAX.AVG"|"25.471%"
"TRCO"|"LEAD.TAX.AVG"|"24.511%"
"RES"|"LEAD.TAX.AVG"|"38.378%"
"DO"|"LEAD.TAX.AVG"|"16.616%"
"CAB"|"LEAD.TAX.AVG"|"41.461%"
"CR"|"LEAD.TAX.AVG"|"33.806%"
"CLGX"|"LEAD.TAX.AVG"|"41.264%"
"OMF"|"LEAD.TAX.AVG"|"31.576%"
